rank,hand,category,description
2684,KK556,2P,Kings and Fives
2685,KK554,2P,Kings and Fives
2686,KK553,2P,Kings and Fives
2687,KK552,2P,Kings and Fives
2688,KK44A,2P,Kings and Fours
2689,KK44Q,2P,Kings and Fours
2690,KK44J,2P,Kings and Fours
2691,KK44T,2P,Kings and Fours
2692,KK449,2P,Kings and Fours
2693,KK448,2P,Kings and Fours
2694,KK447,2P,Kings and Fours
2695,KK446,2P,Kings and Fours
2696,KK445,2P,Kings and Fours
2697,KK443,2P,Kings and Fours
2698,KK442,2P,Kings and Fours
2699,KK33A,2P,Kings and Treys
2700,KK33Q,2P,Kings and Treys
2701,KK33J,2P,Kings and Treys
2702,KK33T,2P,Kings and Treys
2703,KK339,2P,Kings and Treys
2704,KK338,2P,Kings and Treys
2705,KK337,2P,Kings and Treys
2706,KK336,2P,Kings and Treys
2707,KK335,2P,Kings and Treys
2708,KK334,2P,Kings and Treys
2709,KK332,2P,Kings and Treys
2710,KK22A,2P,Kings and Deuces
2711,KK22Q,2P,Kings and Deuces
2712,KK22J,2P,Kings and Deuces
2713,KK22T,2P,Kings and Deuces
2714,KK229,2P,Kings and Deuces
2715,KK228,2P,Kings and Deuces
2716,KK227,2P,Kings and Deuces
2717,KK226,2P,Kings and Deuces
2718,KK225,2P,Kings and Deuces
2719,KK224,2P,Kings and Deuces
2720,KK223,2P,Kings and Deuces
2721,QQJJA,2P,Queens and Jacks
2722,QQJJK,2P,Queens and Jacks
2723,QQJJT,2P,Queens and Jacks
2724,QQJJ9,2P,Queens and Jacks
2725,QQJJ8,2P,Queens and Jacks
2726,QQJJ7,2P,Queens and Jacks
2727,QQJJ6,2P,Queens and Jacks
2728,QQJJ5,2P,Queens and Jacks
2729,QQJJ4,2P,Queens and Jacks
2730,QQJJ3,2P,Queens and Jacks
2731,QQJJ2,2P,Queens and Jacks
2732,QQTTA,2P,Queens and Tens
2733,QQTTK,2P,Queens and Tens
2734,QQTTJ,2P,Queens and Tens
2735,QQTT9,2P,Queens and Tens
2736,QQTT8,2P,Queens and Tens
2737,QQTT7,2P,Queens and Tens
2738,QQTT6,2P,Queens and Tens
2739,QQTT5,2P,Queens and Tens
2740,QQTT4,2P,Queens and Tens
2741,QQTT3,2P,Queens and Tens
2742,QQTT2,2P,Queens and Tens
2743,QQ99A,2P,Queens and Nines
2744,QQ99K,2P,Queens and Nines
2745,QQ99J,2P,Queens and Nines
2746,QQ99T,2P,Queens and Nines
2747,QQ998,2P,Queens and Nines
2748,QQ997,2P,Queens and Nines
2749,QQ996,2P,Queens and Nines
2750,QQ995,2P,Queens and Nines
2751,QQ994,2P,Queens and Nines
2752,QQ993,2P,Queens and Nines
2753,QQ992,2P,Queens and Nines
2754,QQ88A,2P,Queens and Eights
2755,QQ88K,2P,Queens and Eights
2756,QQ88J,2P,Queens and Eights
2757,QQ88T,2P,Queens and Eights
2758,QQ889,2P,Queens and Eights
2759,QQ887,2P,Queens and Eights
2760,QQ886,2P,Queens and Eights
2761,QQ885,2P,Queens and Eights
2762,QQ884,2P,Queens and Eights
2763,QQ883,2P,Queens and Eights
2764,QQ882,2P,Queens and Eights
2765,QQ77A,2P,Queens and Sevens
2766,QQ77K,2P,Queens and Sevens
2767,QQ77J,2P,Queens and Sevens
2768,QQ77T,2P,Queens and Sevens
2769,QQ779,2P,Queens and Sevens
2770,QQ778,2P,Queens and Sevens
2771,QQ776,2P,Queens and Sevens
2772,QQ775,2P,Queens and Sevens
2773,QQ774,2P,Queens and Sevens
2774,QQ773,2P,Queens and Sevens
2775,QQ772,2P,Queens and Sevens
2776,QQ66A,2P,Queens and Sixes
2777,QQ66K,2P,Queens and Sixes
2778,QQ66J,2P,Queens and Sixes
2779,QQ66T,2P,Queens and Sixes
2780,QQ669,2P,Queens and Sixes
2781,QQ668,2P,Queens and Sixes
2782,QQ667,2P,Queens and Sixes
2783,QQ665,2P,Queens and Sixes
2784,QQ664,2P,Queens and Sixes
2785,QQ663,2P,Queens and Sixes
2786,QQ662,2P,Queens and Sixes
2787,QQ55A,2P,Queens and Fives
2788,QQ55K,2P,Queens and Fives
2789,QQ55J,2P,Queens and Fives
2790,QQ55T,2P,Queens and Fives
2791,QQ559,2P,Queens and Fives
2792,QQ558,2P,Queens and Fives
2793,QQ557,2P,Queens and Fives
2794,QQ556,2P,Queens and Fives
2795,QQ554,2P,Queens and Fives
2796,QQ553,2P,Queens and Fives
2797,QQ552,2P,Queens and Fives
2798,QQ44A,2P,Queens and Fours
2799,QQ44K,2P,Queens and Fours
2800,QQ44J,2P,Queens and Fours
2801,QQ44T,2P,Queens and Fours
2802,QQ449,2P,Queens and Fours
2803,QQ448,2P,Queens and Fours
2804,QQ447,2P,Queens and Fours
2805,QQ446,2P,Queens and Fours
2806,QQ445,2P,Queens and Fours
2807,QQ443,2P,Queens and Fours
2808,QQ442,2P,Queens and Fours
2809,QQ33A,2P,Queens and Treys
2810,QQ33K,2P,Queens and Treys
2811,QQ33J,2P,Queens and Treys
2812,QQ33T,2P,Queens and Treys
2813,QQ339,2P,Queens and Treys
2814,QQ338,2P,Queens and Treys
2815,QQ337,2P,Queens and Treys
2816,QQ336,2P,Queens and Treys
2817,QQ335,2P,Queens and Treys
2818,QQ334,2P,Queens and Treys
2819,QQ332,2P,Queens and Treys
2820,QQ22A,2P,Queens and Deuces
2821,QQ22K,2P,Queens and Deuces
2822,QQ22J,2P,Queens and Deuces
2823,QQ22T,2P,Queens and Deuces
2824,QQ229,2P,Queens and Deuces
2825,QQ228,2P,Queens and Deuces
2826,QQ227,2P,Queens and Deuces
2827,QQ226,2P,Queens and Deuces
2828,QQ225,2P,Queens and Deuces
2829,QQ224,2P,Queens and Deuces
2830,QQ223,2P,Queens and Deuces
2831,JJTTA,2P,Jacks and Tens
2832,JJTTK,2P,Jacks and Tens
2833,JJTTQ,2P,Jacks and Tens
2834,JJTT9,2P,Jacks and Tens
2835,JJTT8,2P,Jacks and Tens
2836,JJTT7,2P,Jacks and Tens
2837,JJTT6,2P,Jacks and Tens
2838,JJTT5,2P,Jacks and Tens
2839,JJTT4,2P,Jacks and Tens
2840,JJTT3,2P,Jacks and Tens
2841,JJTT2,2P,Jacks and Tens
2842,JJ99A,2P,Jacks and Nines
2843,JJ99K,2P,Jacks and Nines
2844,JJ99Q,2P,Jacks and Nines
2845,JJ99T,2P,Jacks and Nines
2846,JJ998,2P,Jacks and Nines
2847,JJ997,2P,Jacks and Nines
2848,JJ996,2P,Jacks and Nines
2849,JJ995,2P,Jacks and Nines
2850,JJ994,2P,Jacks and Nines
2851,JJ993,2P,Jacks and Nines
2852,JJ992,2P,Jacks and Nines
2853,JJ88A,2P,Jacks and Eights
2854,JJ88K,2P,Jacks and Eights
2855,JJ88Q,2P,Jacks and Eights
2856,JJ88T,2P,Jacks and Eights
2857,JJ889,2P,Jacks and Eights
2858,JJ887,2P,Jacks and Eights
2859,JJ886,2P,Jacks and Eights
2860,JJ885,2P,Jacks and Eights
2861,JJ884,2P,Jacks and Eights
2862,JJ883,2P,Jacks and Eights
2863,JJ882,2P,Jacks and Eights
2864,JJ77A,2P,Jacks and Sevens
2865,JJ77K,2P,Jacks and Sevens
2866,JJ77Q,2P,Jacks and Sevens
2867,JJ77T,2P,Jacks and Sevens
2868,JJ779,2P,Jacks and Sevens
2869,JJ778,2P,Jacks and Sevens
2870,JJ776,2P,Jacks and Sevens
2871,JJ775,2P,Jacks and Sevens
2872,JJ774,2P,Jacks and Sevens
2873,JJ773,2P,Jacks and Sevens
2874,JJ772,2P,Jacks and Sevens
2875,JJ66A,2P,Jacks and Sixes
2876,JJ66K,2P,Jacks and Sixes
2877,JJ66Q,2P,Jacks and Sixes
2878,JJ66T,2P,Jacks and Sixes
2879,JJ669,2P,Jacks and Sixes
2880,JJ668,2P,Jacks and Sixes
2881,JJ667,2P,Jacks and Sixes
2882,JJ665,2P,Jacks and Sixes
2883,JJ664,2P,Jacks and Sixes
2884,JJ663,2P,Jacks and Sixes
2885,JJ662,2P,Jacks and Sixes
2886,JJ55A,2P,Jacks and Fives
2887,JJ55K,2P,Jacks and Fives
2888,JJ55Q,2P,Jacks and Fives
2889,JJ55T,2P,Jacks and Fives
2890,JJ559,2P,Jacks and Fives
2891,JJ558,2P,Jacks and Fives
2892,JJ557,2P,Jacks and Fives
2893,JJ556,2P,Jacks and Fives
2894,JJ554,2P,Jacks and Fives
2895,JJ553,2P,Jacks and Fives
2896,JJ552,2P,Jacks and Fives
2897,JJ44A,2P,Jacks and Fours
2898,JJ44K,2P,Jacks and Fours
2899,JJ44Q,2P,Jacks and Fours
2900,JJ44T,2P,Jacks and Fours
2901,JJ449,2P,Jacks and Fours
2902,JJ448,2P,Jacks and Fours
2903,JJ447,2P,Jacks and Fours
2904,JJ446,2P,Jacks and Fours
2905,JJ445,2P,Jacks and Fours
2906,JJ443,2P,Jacks and Fours
2907,JJ442,2P,Jacks and Fours
2908,JJ33A,2P,Jacks and Treys
2909,JJ33K,2P,Jacks and Treys
2910,JJ33Q,2P,Jacks and Treys
2911,JJ33T,2P,Jacks and Treys
2912,JJ339,2P,Jacks and Treys
2913,JJ338,2P,Jacks and Treys
2914,JJ337,2P,Jacks and Treys
2915,JJ336,2P,Jacks and Treys
2916,JJ335,2P,Jacks and Treys
2917,JJ334,2P,Jacks and Treys
2918,JJ332,2P,Jacks and Treys
2919,JJ22A,2P,Jacks and Deuces
2920,JJ22K,2P,Jacks and Deuces
2921,JJ22Q,2P,Jacks and Deuces
2922,JJ22T,2P,Jacks and Deuces
2923,JJ229,2P,Jacks and Deuces
2924,JJ228,2P,Jacks and Deuces
2925,JJ227,2P,Jacks and Deuces
2926,JJ226,2P,Jacks and Deuces
2927,JJ225,2P,Jacks and Deuces
2928,JJ224,2P,Jacks and Deuces
2929,JJ223,2P,Jacks and Deuces
2930,TT99A,2P,Tens and Nines
2931,TT99K,2P,Tens and Nines
2932,TT99Q,2P,Tens and Nines
2933,TT99J,2P,Tens and Nines
2934,TT998,2P,Tens and Nines
2935,TT997,2P,Tens and Nines
2936,TT996,2P,Tens and Nines
2937,TT995,2P,Tens and Nines
2938,TT994,2P,Tens and Nines
2939,TT993,2P,Tens and Nines
2940,TT992,2P,Tens and Nines
2941,TT88A,2P,Tens and Eights
2942,TT88K,2P,Tens and Eights
2943,TT88Q,2P,Tens and Eights
2944,TT88J,2P,Tens and Eights
2945,TT889,2P,Tens and Eights
2946,TT887,2P,Tens and Eights
2947,TT886,2P,Tens and Eights
2948,TT885,2P,Tens and Eights
2949,TT884,2P,Tens and Eights
2950,TT883,2P,Tens and Eights
2951,TT882,2P,Tens and Eights
2952,TT77A,2P,Tens and Sevens
2953,TT77K,2P,Tens and Sevens
2954,TT77Q,2P,Tens and Sevens
2955,TT77J,2P,Tens and Sevens
2956,TT779,2P,Tens and Sevens
2957,TT778,2P,Tens and Sevens
2958,TT776,2P,Tens and Sevens
2959,TT775,2P,Tens and Sevens
2960,TT774,2P,Tens and Sevens
2961,TT773,2P,Tens and Sevens
2962,TT772,2P,Tens and Sevens
2963,TT66A,2P,Tens and Sixes
2964,TT66K,2P,Tens and Sixes
2965,TT66Q,2P,Tens and Sixes
2966,TT66J,2P,Tens and Sixes
2967,TT669,2P,Tens and Sixes
2968,TT668,2P,Tens and Sixes
2969,TT667,2P,Tens and Sixes
2970,TT665,2P,Tens and Sixes
2971,TT664,2P,Tens and Sixes
2972,TT663,2P,Tens and Sixes
2973,TT662,2P,Tens and Sixes
2974,TT55A,2P,Tens and Fives
2975,TT55K,2P,Tens and Fives
2976,TT55Q,2P,Tens and Fives
2977,TT55J,2P,Tens and Fives
2978,TT559,2P,Tens and Fives
2979,TT558,2P,Tens and Fives
2980,TT557,2P,Tens and Fives
2981,TT556,2P,Tens and Fives
2982,TT554,2P,Tens and Fives
2983,TT553,2P,Tens and Fives
2984,TT552,2P,Tens and Fives
2985,TT44A,2P,Tens and Fours
2986,TT44K,2P,Tens and Fours
2987,TT44Q,2P,Tens and Fours
2988,TT44J,2P,Tens and Fours
2989,TT449,2P,Tens and Fours
2990,TT448,2P,Tens and Fours
2991,TT447,2P,Tens and Fours
2992,TT446,2P,Tens and Fours
2993,TT445,2P,Tens and Fours
2994,TT443,2P,Tens and Fours
2995,TT442,2P,Tens and Fours
2996,TT33A,2P,Tens and Treys
2997,TT33K,2P,Tens and Treys
2998,TT33Q,2P,Tens and Treys
2999,TT33J,2P,Tens and Treys
3000,TT339,2P,Tens and Treys
3001,TT338,2P,Tens and Treys
3002,TT337,2P,Tens and Treys
3003,TT336,2P,Tens and Treys
3004,TT335,2P,Tens and Treys
3005,TT334,2P,Tens and Treys
3006,TT332,2P,Tens and Treys
3007,TT22A,2P,Tens and Deuces
3008,TT22K,2P,Tens and Deuces
3009,TT22Q,2P,Tens and Deuces
3010,TT22J,2P,Tens and Deuces
3011,TT229,2P,Tens and Deuces
3012,TT228,2P,Tens and Deuces
3013,TT227,2P,Tens and Deuces
3014,TT226,2P,Tens and Deuces
3015,TT225,2P,Tens and Deuces
3016,TT224,2P,Tens and Deuces
3017,TT223,2P,Tens and Deuces
3018,9988A,2P,Nines and Eights
3019,9988K,2P,Nines and Eights
3020,9988Q,2P,Nines and Eights
3021,9988J,2P,Nines and Eights
3022,9988T,2P,Nines and Eights
3023,99887,2P,Nines and Eights
3024,99886,2P,Nines and Eights
3025,99885,2P,Nines and Eights
3026,99884,2P,Nines and Eights
3027,99883,2P,Nines and Eights
3028,99882,2P,Nines and Eights
3029,9977A,2P,Nines and Sevens
3030,9977K,2P,Nines and Sevens
3031,9977Q,2P,Nines and Sevens
3032,9977J,2P,Nines and Sevens
3033,9977T,2P,Nines and Sevens
3034,99778,2P,Nines and Sevens
3035,99776,2P,Nines and Sevens
3036,99775,2P,Nines and Sevens
3037,99774,2P,Nines and Sevens
3038,99773,2P,Nines and Sevens
3039,99772,2P,Nines and Sevens
3040,9966A,2P,Nines and Sixes
3041,9966K,2P,Nines and Sixes
3042,9966Q,2P,Nines and Sixes
3043,9966J,2P,Nines and Sixes
3044,9966T,2P,Nines and Sixes
3045,99668,2P,Nines and Sixes
3046,99667,2P,Nines and Sixes
3047,99665,2P,Nines and Sixes
3048,99664,2P,Nines and Sixes
3049,99663,2P,Nines and Sixes
3050,99662,2P,Nines and Sixes
3051,9955A,2P,Nines and Fives
3052,9955K,2P,Nines and Fives
3053,9955Q,2P,Nines and Fives
3054,9955J,2P,Nines and Fives
3055,9955T,2P,Nines and Fives
3056,99558,2P,Nines and Fives
3057,99557,2P,Nines and Fives
3058,99556,2P,Nines and Fives
3059,99554,2P,Nines and Fives
3060,99553,2P,Nines and Fives
3061,99552,2P,Nines and Fives
3062,9944A,2P,Nines and Fours
3063,9944K,2P,Nines and Fours
3064,9944Q,2P,Nines and Fours
3065,9944J,2P,Nines and Fours
3066,9944T,2P,Nines and Fours
3067,99448,2P,Nines and Fours
3068,99447,2P,Nines and Fours
3069,99446,2P,Nines and Fours
3070,99445,2P,Nines and Fours
3071,99443,2P,Nines and Fours
3072,99442,2P,Nines and Fours
3073,9933A,2P,Nines and Treys
3074,9933K,2P,Nines and Treys
3075,9933Q,2P,Nines and Treys
3076,9933J,2P,Nines and Treys
3077,9933T,2P,Nines and Treys
3078,99338,2P,Nines and Treys
3079,99337,2P,Nines and Treys
3080,99336,2P,Nines and Treys
3081,99335,2P,Nines and Treys
3082,99334,2P,Nines and Treys
3083,99332,2P,Nines and Treys
3084,9922A,2P,Nines and Deuces
3085,9922K,2P,Nines and Deuces
3086,9922Q,2P,Nines and Deuces
3087,9922J,2P,Nines and Deuces
3088,9922T,2P,Nines and Deuces
3089,99228,2P,Nines and Deuces
3090,99227,2P,Nines and Deuces
3091,99226,2P,Nines and Deuces
3092,99225,2P,Nines and Deuces
3093,99224,2P,Nines and Deuces
3094,99223,2P,Nines and Deuces
3095,8877A,2P,Eights and Sevens
3096,8877K,2P,Eights and Sevens
3097,8877Q,2P,Eights and Sevens
3098,8877J,2P,Eights and Sevens
3099,8877T,2P,Eights and Sevens
3100,88779,2P,Eights and Sevens
3101,88776,2P,Eights and Sevens
3102,88775,2P,Eights and Sevens
3103,88774,2P,Eights and Sevens
3104,88773,2P,Eights and Sevens
3105,88772,2P,Eights and Sevens
3106,8866A,2P,Eights and Sixes
3107,8866K,2P,Eights and Sixes
3108,8866Q,2P,Eights and Sixes
3109,8866J,2P,Eights and Sixes
3110,8866T,2P,Eights and Sixes
3111,88669,2P,Eights and Sixes
3112,88667,2P,Eights and Sixes
3113,88665,2P,Eights and Sixes
3114,88664,2P,Eights and Sixes
3115,88663,2P,Eights and Sixes
3116,88662,2P,Eights and Sixes
3117,8855A,2P,Eights and Fives
3118,8855K,2P,Eights and Fives
3119,8855Q,2P,Eights and Fives
3120,8855J,2P,Eights and Fives
3121,8855T,2P,Eights and Fives
3122,88559,2P,Eights and Fives
3123,88557,2P,Eights and Fives
3124,88556,2P,Eights and Fives
3125,88554,2P,Eights and Fives
3126,88553,2P,Eights and Fives
3127,88552,2P,Eights and Fives
3128,8844A,2P,Eights and Fours
3129,8844K,2P,Eights and Fours
3130,8844Q,2P,Eights and Fours
3131,8844J,2P,Eights and Fours
3132,8844T,2P,Eights and Fours
3133,88449,2P,Eights and Fours
3134,88447,2P,Eights and Fours
3135,88446,2P,Eights and Fours
3136,88445,2P,Eights and Fours
3137,88443,2P,Eights and Fours
3138,88442,2P,Eights and Fours
3139,8833A,2P,Eights and Treys
3140,8833K,2P,Eights and Treys
3141,8833Q,2P,Eights and Treys
3142,8833J,2P,Eights and Treys
3143,8833T,2P,Eights and Treys
3144,88339,2P,Eights and Treys
3145,88337,2P,Eights and Treys
3146,88336,2P,Eights and Treys
3147,88335,2P,Eights and Treys
3148,88334,2P,Eights and Treys
3149,88332,2P,Eights and Treys
3150,8822A,2P,Eights and Deuces
3151,8822K,2P,Eights and Deuces
3152,8822Q,2P,Eights and Deuces
3153,8822J,2P,Eights and Deuces
3154,8822T,2P,Eights and Deuces
3155,88229,2P,Eights and Deuces
3156,88227,2P,Eights and Deuces
3157,88226,2P,Eights and Deuces
3158,88225,2P,Eights and Deuces
3159,88224,2P,Eights and Deuces
3160,88223,2P,Eights and Deuces
3161,7766A,2P,Sevens and Sixes
3162,7766K,2P,Sevens and Sixes
3163,7766Q,2P,Sevens and Sixes
3164,7766J,2P,Sevens and Sixes
3165,7766T,2P,Sevens and Sixes
3166,77669,2P,Sevens and Sixes
3167,77668,2P,Sevens and Sixes
3168,77665,2P,Sevens and Sixes
3169,77664,2P,Sevens and Sixes
3170,77663,2P,Sevens and Sixes
3171,77662,2P,Sevens and Sixes
3172,7755A,2P,Sevens and Fives
3173,7755K,2P,Sevens and Fives
3174,7755Q,2P,Sevens and Fives
3175,7755J,2P,Sevens and Fives
3176,7755T,2P,Sevens and Fives
3177,77559,2P,Sevens and Fives
3178,77558,2P,Sevens and Fives
3179,77556,2P,Sevens and Fives
3180,77554,2P,Sevens and Fives
3181,77553,2P,Sevens and Fives
3182,77552,2P,Sevens and Fives
3183,7744A,2P,Sevens and Fours
3184,7744K,2P,Sevens and Fours
3185,7744Q,2P,Sevens and Fours
3186,7744J,2P,Sevens and Fours
3187,7744T,2P,Sevens and Fours
3188,77449,2P,Sevens and Fours
3189,77448,2P,Sevens and Fours
3190,77446,2P,Sevens and Fours
3191,77445,2P,Sevens and Fours
3192,77443,2P,Sevens and Fours
3193,77442,2P,Sevens and Fours
3194,7733A,2P,Sevens and Treys
3195,7733K,2P,Sevens and Treys
3196,7733Q,2P,Sevens and Treys
3197,7733J,2P,Sevens and Treys
3198,7733T,2P,Sevens and Treys
3199,77339,2P,Sevens and Treys
3200,77338,2P,Sevens and Treys
3201,77336,2P,Sevens and Treys
3202,77335,2P,Sevens and Treys
3203,77334,2P,Sevens and Treys
3204,77332,2P,Sevens and Treys
3205,7722A,2P,Sevens and Deuces
3206,7722K,2P,Sevens and Deuces
3207,7722Q,2P,Sevens and Deuces
3208,7722J,2P,Sevens and Deuces
3209,7722T,2P,Sevens and Deuces
3210,77229,2P,Sevens and Deuces
3211,77228,2P,Sevens and Deuces
3212,77226,2P,Sevens and Deuces
3213,77225,2P,Sevens and Deuces
3214,77224,2P,Sevens and Deuces
3215,77223,2P,Sevens and Deuces
3216,6655A,2P,Sixes and Fives
3217,6655K,2P,Sixes and Fives
3218,6655Q,2P,Sixes and Fives
3219,6655J,2P,Sixes and Fives
3220,6655T,2P,Sixes and Fives
3221,66559,2P,Sixes and Fives
3222,66558,2P,Sixes and Fives
3223,66557,2P,Sixes and Fives
3224,66554,2P,Sixes and Fives
3225,66553,2P,Sixes and Fives
3226,66552,2P,Sixes and Fives
3227,6644A,2P,Sixes and Fours
3228,6644K,2P,Sixes and Fours
3229,6644Q,2P,Sixes and Fours
3230,6644J,2P,Sixes and Fours
3231,6644T,2P,Sixes and Fours
3232,66449,2P,Sixes and Fours
3233,66448,2P,Sixes and Fours
3234,66447,2P,Sixes and Fours
3235,66445,2P,Sixes and Fours
3236,66443,2P,Sixes and Fours
3237,66442,2P,Sixes and Fours
3238,6633A,2P,Sixes and Treys
3239,6633K,2P,Sixes and Treys
3240,6633Q,2P,Sixes and Treys
3241,6633J,2P,Sixes and Treys
3242,6633T,2P,Sixes and Treys
3243,66339,2P,Sixes and Treys
3244,66338,2P,Sixes and Treys
3245,66337,2P,Sixes and Treys
3246,66335,2P,Sixes and Treys
3247,66334,2P,Sixes and Treys
3248,66332,2P,Sixes and Treys
3249,6622A,2P,Sixes and Deuces
3250,6622K,2P,Sixes and Deuces
3251,6622Q,2P,Sixes and Deuces
3252,6622J,2P,Sixes and Deuces
3253,6622T,2P,Sixes and Deuces
3254,66229,2P,Sixes and Deuces
3255,66228,2P,Sixes and Deuces
3256,66227,2P,Sixes and Deuces
3257,66225,2P,Sixes and Deuces
3258,66224,2P,Sixes and Deuces
3259,66223,2P,Sixes and Deuces
3260,5544A,2P,Fives and Fours
3261,5544K,2P,Fives and Fours
3262,5544Q,2P,Fives and Fours
3263,5544J,2P,Fives and Fours
3264,5544T,2P,Fives and Fours
3265,55449,2P,Fives and Fours
3266,55448,2P,Fives and Fours
3267,55447,2P,Fives and Fours
3268,55446,2P,Fives and Fours
3269,55443,2P,Fives and Fours
3270,55442,2P,Fives and Fours
3271,5533A,2P,Fives and Treys
3272,5533K,2P,Fives and Treys
3273,5533Q,2P,Fives and Treys
3274,5533J,2P,Fives and Treys
3275,5533T,2P,Fives and Treys
3276,55339,2P,Fives and Treys
3277,55338,2P,Fives and Treys
3278,55337,2P,Fives and Treys
3279,55336,2P,Fives and Treys
3280,55334,2P,Fives and Treys
3281,55332,2P,Fives and Treys
3282,5522A,2P,Fives and Deuces
3283,5522K,2P,Fives and Deuces
3284,5522Q,2P,Fives and Deuces
3285,5522J,2P,Fives and Deuces
3286,5522T,2P,Fives and Deuces
3287,55229,2P,Fives and Deuces
3288,55228,2P,Fives and Deuces
3289,55227,2P,Fives and Deuces
3290,55226,2P,Fives and Deuces
3291,55224,2P,Fives and Deuces
3292,55223,2P,Fives and Deuces
3293,4433A,2P,Fours and Treys
3294,4433K,2P,Fours and Treys
3295,4433Q,2P,Fours and Treys
3296,4433J,2P,Fours and Treys
3297,4433T,2P,Fours and Treys
3298,44339,2P,Fours and Treys
3299,44338,2P,Fours and Treys
3300,44337,2P,Fours and Treys
3301,44336,2P,Fours and Treys
3302,44335,2P,Fours and Treys
3303,44332,2P,Fours and Treys
3304,4422A,2P,Fours and Deuces
3305,4422K,2P,Fours and Deuces
3306,4422Q,2P,Fours and Deuces
3307,4422J,2P,Fours and Deuces
3308,4422T,2P,Fours and Deuces
3309,44229,2P,Fours and Deuces
3310,44228,2P,Fours and Deuces
3311,44227,2P,Fours and Deuces
3312,44226,2P,Fours and Deuces
3313,44225,2P,Fours and Deuces
3314,44223,2P,Fours and Deuces
3315,3322A,2P,Treys and Deuces
3316,3322K,2P,Treys and Deuces
3317,3322Q,2P,Treys and Deuces
3318,3322J,2P,Treys and Deuces
3319,3322T,2P,Treys and Deuces
3320,33229,2P,Treys and Deuces
3321,33228,2P,Treys and Deuces
3322,33227,2P,Treys and Deuces
3323,33226,2P,Treys and Deuces
3324,33225,2P,Treys and Deuces
3325,33224,2P,Treys and Deuces
3326,AAKQJ,1P,Pair of Aces
3327,AAKQT,1P,Pair of Aces
3328,AAKQ9,1P,Pair of Aces
3329,AAKQ8,1P,Pair of Aces
3330,AAKQ7,1P,Pair of Aces
3331,AAKQ6,1P,Pair of Aces
3332,AAKQ5,1P,Pair of Aces
3333,AAKQ4,1P,Pair of Aces
3334,AAKQ3,1P,Pair of Aces
3335,AAKQ2,1P,Pair of Aces
3336,AAKJT,1P,Pair of Aces
3337,AAKJ9,1P,Pair of Aces
3338,AAKJ8,1P,Pair of Aces
3339,AAKJ7,1P,Pair of Aces
3340,AAKJ6,1P,Pair of Aces
3341,AAKJ5,1P,Pair of Aces
3342,AAKJ4,1P,Pair of Aces
3343,AAKJ3,1P,Pair of Aces
3344,AAKJ2,1P,Pair of Aces
3345,AAKT9,1P,Pair of Aces
3346,AAKT8,1P,Pair of Aces
3347,AAKT7,1P,Pair of Aces
3348,AAKT6,1P,Pair of Aces
3349,AAKT5,1P,Pair of Aces
3350,AAKT4,1P,Pair of Aces
3351,AAKT3,1P,Pair of Aces
3352,AAKT2,1P,Pair of Aces
3353,AAK98,1P,Pair of Aces
3354,AAK97,1P,Pair of Aces
3355,AAK96,1P,Pair of Aces
3356,AAK95,1P,Pair of Aces
3357,AAK94,1P,Pair of Aces
3358,AAK93,1P,Pair of Aces
3359,AAK92,1P,Pair of Aces
3360,AAK87,1P,Pair of Aces
3361,AAK86,1P,Pair of Aces
3362,AAK85,1P,Pair of Aces
3363,AAK84,1P,Pair of Aces
3364,AAK83,1P,Pair of Aces
3365,AAK82,1P,Pair of Aces
3366,AAK76,1P,Pair of Aces
3367,AAK75,1P,Pair of Aces
3368,AAK74,1P,Pair of Aces
3369,AAK73,1P,Pair of Aces
3370,AAK72,1P,Pair of Aces
3371,AAK65,1P,Pair of Aces
3372,AAK64,1P,Pair of Aces
3373,AAK63,1P,Pair of Aces
3374,AAK62,1P,Pair of Aces
3375,AAK54,1P,Pair of Aces
3376,AAK53,1P,Pair of Aces
3377,AAK52,1P,Pair of Aces
3378,AAK43,1P,Pair of Aces
3379,AAK42,1P,Pair of Aces
3380,AAK32,1P,Pair of Aces
3381,AAQJT,1P,Pair of Aces
3382,AAQJ9,1P,Pair of Aces
3383,AAQJ8,1P,Pair of Aces
3384,AAQJ7,1P,Pair of Aces
3385,AAQJ6,1P,Pair of Aces
3386,AAQJ5,1P,Pair of Aces
3387,AAQJ4,1P,Pair of Aces
3388,AAQJ3,1P,Pair of Aces
3389,AAQJ2,1P,Pair of Aces
3390,AAQT9,1P,Pair of Aces
3391,AAQT8,1P,Pair of Aces
3392,AAQT7,1P,Pair of Aces
3393,AAQT6,1P,Pair of Aces
3394,AAQT5,1P,Pair of Aces
3395,AAQT4,1P,Pair of Aces
